title,user_score,year,duration,country,usa_gross,world_gross
brother bear,68.0,2003,85,USA,85336277,250397798
eragon,51.0,2006,104,"USA, UK, Hungary",75030163,250425512
you've got mail,66.0,1998,119,USA,115821495,250821495
enemy of the state,73.0,1998,132,USA,111549836,250849789
american hustle,72.0,2013,138,"USA, China",150117807,251171807
bean,65.0,1997,89,"UK, USA",45319423,251212670
true grit,76.0,2010,110,USA,171243005,252276927
dark phoenix,58.0,2019,113,"USA, Canada",65845974,252442974
hercules,73.0,1997,93,"USA, France",99112101,252712101
high school musical 3: senior year,48.0,2008,112,USA,90559416,252909177
wild hogs,58.0,2007,100,USA,168273550,253625427
men in black: international,56.0,2019,114,"China, USA",80001807,253890701
babe,68.0,1995,91,"Australia, USA",63658910,254134910
bãhubali 2: the conclusion,82.0,2017,167,India,20186659,254158390
cliffhanger,64.0,1993,113,"USA, Italy, France",84049211,255000211
us,69.0,2019,116,"USA, China, Japan",175084580,255184580
halloween,66.0,2018,106,"USA, UK",159342015,255485178
marley & me,71.0,2008,111,USA,143153751,255743093
erin brockovich,73.0,2000,131,USA,125595205,256271286
gang jiong,54.0,2015,114,"China, Hong Kong",1302281,256283912
the village,65.0,2004,108,USA,114197520,256697520
annabelle,54.0,2014,99,USA,84273813,257047661
gisaengchung,86.0,2019,132,South Korea,53369749,257604912
gong fu yu jia,52.0,2017,107,"China, USA, India, Nepal, Hong Kong, United Arab Emirates, Iceland",362657,257750479
the full monty,72.0,1997,91,"UK, USA",45950122,257938649
rush hour 3,62.0,2007,91,"USA, Germany",140125968,258097122
charlie's angels: full throttle,49.0,2003,106,USA,100830111,259175788
blade runner 2049,80.0,2017,164,"USA, UK, Hungary, Canada, Spain",92054159,259239658
xun long jue,60.0,2015,127,China,1243810,259368448
super 8,70.0,2011,112,USA,127004179,260095986
the lone ranger,64.0,2013,150,USA,89302115,260502115
terminator: dark fate,62.0,2019,128,"USA, Spain, Hungary, China",62253077,261119292
total recall,75.0,1990,113,"USA, Mexico",119412921,261317921
knight and day,63.0,2010,109,USA,76423035,261989769
robots,63.0,2005,91,USA,128200012,262511490
borat: cultural learnings of america for make benefit glorious nation of kazakhstan,73.0,2006,84,"USA, UK",128505958,262552893
jumanji,70.0,1995,104,USA,100499940,262821940
the fifth element,77.0,1997,126,"France, UK, USA",63820180,264029966
charlie's angels,55.0,2000,98,"USA, Germany",125305545,264105545
the truman show,81.0,1998,103,USA,125618201,264118201
waterworld,62.0,1995,135,USA,88246220,264218220
the incredible hulk,67.0,2008,112,USA,134806913,264770996
bridget jones: the edge of reason,60.0,2004,108,"UK, France, Germany, Ireland, USA",40226215,265126918
something's gotta give,67.0,2003,128,USA,124728738,265328738
indecent proposal,60.0,1993,117,USA,106614059,266614059
batman returns,70.0,1992,126,"USA, UK",162902340,266903053
the princess and the frog,71.0,2009,97,USA,104400899,267045765
bambi,73.0,1942,70,USA,102247150,267447150
exodus: gods and kings,60.0,2014,150,"UK, Spain, USA",65014513,268175631
epic,67.0,2013,102,USA,107518682,268426634
american gangster,78.0,2007,157,"USA, UK",130164645,269755430
"10,000 bc",51.0,2008,109,"USA, South Africa",94784201,269784201
gran torino,81.0,2008,116,"Germany, USA",148095302,269958228
we're the millers,70.0,2013,110,"USA, UK",150394119,269994119
the firm,68.0,1993,154,USA,158348367,270248367
neighbors,63.0,2014,97,USA,150157400,270665134
grown ups,59.0,2010,102,USA,162001186,271457301
get out,77.0,2017,104,"USA, Japan",176040665,272500313
the silence of the lambs,86.0,1991,118,USA,130742922,272753884
lilo & stitch,72.0,2002,85,USA,145794338,273144151
bad boys ii,66.0,2003,147,USA,138608444,273339556
jerry maguire,73.0,1996,139,USA,153952592,273552592
the nutty professor,56.0,1996,95,USA,128814019,273961019
the little mermaid,76.0,1989,83,USA,111543479,274191153
cloudy with a chance of meatballs 2,64.0,2013,95,USA,119793567,274325949
the expendables,65.0,2010,103,"USA, Bulgaria, Spain, Germany",103068524,274470394
tomb raider,63.0,2018,119,"UK, USA",58250803,274650803
lara croft: tomb raider,58.0,2001,100,"USA, UK, Japan, Germany",131168070,274703340
lincoln,73.0,2012,150,"USA, India",182207973,275293450
scooby-doo,51.0,2002,89,"USA, Australia",153294164,275650703
mr. peabody & sherman,68.0,2014,92,USA,111506430,275698039
the bourne legacy,67.0,2012,135,"USA, Japan",113203870,276144750
ba bai,72.0,2020,147,China,111552,277207347
xxx,59.0,2002,124,USA,142109382,277448382
scary movie,62.0,2000,88,USA,157019771,278019771
split,73.0,2016,117,"USA, Japan",138291365,278454358
the tourist,60.0,2010,103,"USA, France, Italy, UK",67631157,278780441
bridget jones's diary,67.0,2001,97,"UK, France, USA",71543427,281929795
paddington,72.0,2014,95,"UK, France, USA, China",76271832,282374179
turbo,64.0,2013,96,USA,83028128,282570682
john carter,66.0,2012,132,USA,73078100,284139100
lethal weapon 4,66.0,1998,127,USA,130444603,285444603
elysium,66.0,2013,109,"USA, Mexico, Canada",93050117,286140700
oblivion,70.0,2013,124,USA,89107235,286168572
the green mile,86.0,1999,189,USA,136801374,286801374
pitch perfect 2,64.0,2015,115,USA,184296230,287144079
american pie 2,64.0,2001,108,USA,145103595,287553595
casper,61.0,1995,100,USA,100328194,287928194
maze runner: the death cure,62.0,2018,143,USA,58032443,288175335
bridesmaids,68.0,2011,125,USA,169106725,288383523
wedding crashers,69.0,2005,119,USA,209255921,288467645
coming to america,70.0,1988,116,USA,128152301,288752301
divergent,67.0,2014,139,USA,150947895,288885818
shakespeare in love,71.0,1998,123,"USA, UK",100317794,289317794
sex and the city 2,45.0,2010,146,USA,95347692,290745055
the bourne supremacy,77.0,2004,108,"USA, Germany",176241941,290835269
pacific rim: uprising,56.0,2018,111,"UK, China, Japan, USA",59874525,290930148
what lies beneath,66.0,2000,130,USA,155464351,291420351
the departed,85.0,2006,151,USA,132384315,291465034
g-force,51.0,2009,88,USA,119436770,292817841
salt,64.0,2010,100,USA,118311368,293503354
bee movie,61.0,2007,91,"USA, Australia",126631277,293514336
doctor dolittle,54.0,1998,85,USA,144156605,294456605
shutter island,82.0,2010,138,USA,128012934,294804195
ferdinand,67.0,2017,108,"USA, Spain",84410380,296069199
x-men,74.0,2000,104,USA,157299718,296339528
ghostbusters,78.0,1984,105,USA,243187079,296425473
miss peregrine's home for peculiar children,67.0,2016,127,"USA, UK, Belgium, Canada",87242834,296482446
austin powers in goldmember,62.0,2002,94,USA,213307889,296938801
look who's talking,59.0,1989,93,USA,140088813,296999813
insurgent,62.0,2015,119,"USA, Canada",130179072,297002527
ocean's eight,62.0,2018,110,USA,140218711,297718711
horton hears a who!,68.0,2008,86,USA,154529439,298572799
real steel,71.0,2011,127,"USA, India",85468508,299268508
my best friend's wedding,63.0,1997,105,USA,127120029,299288605
alice through the looking glass,62.0,2016,113,"USA, UK",77041381,299457024
beverly hills cop ii,65.0,1987,100,USA,153665036,299965036
stuart little,59.0,1999,84,"Germany, USA",140035367,300135367
van helsing,61.0,2004,131,"USA, Czech Republic, Romania",120177084,300157638
resident evil: afterlife,58.0,2010,96,"Germany, France, Canada, UK, China, USA",60128566,300228084
rambo: first blood part ii,65.0,1985,96,"USA, Mexico",150415432,300400432
superman,73.0,1978,143,"USA, UK, Canada, Switzerland",134451603,300451667
rocky iv,69.0,1985,91,USA,127873716,300473716
hook,68.0,1991,142,USA,119654823,300854823
4: rise of the silver surfer,56.0,2007,92,"USA, Germany, UK",131921738,301913131
wrath of the titans,57.0,2012,99,"Spain, USA",83670083,301970083
g.i. joe: the rise of cobra,58.0,2009,118,"USA, Czech Republic",150201498,302469017
liar liar,69.0,1997,86,USA,181410615,302710615
battleship,58.0,2012,131,USA,65422625,303025485
passengers,70.0,2016,116,"USA, Australia",100014699,303144152
dangal,84.0,2016,161,India,12391761,303723636
mulan,76.0,1998,88,USA,120620254,304320254
a good day to die hard,53.0,2013,98,"USA, UK, Hungary",67349198,304654182
skyscraper,58.0,2018,102,"Hong Kong, USA",68420120,305858384
annabelle: creation,65.0,2017,109,USA,102092201,306515884
sonic the hedgehog,65.0,2020,99,"USA, Japan, Canada",146066470,306766470
chicago,71.0,2002,113,"USA, Germany, Canada, UK",170687518,306776732
close encounters of the third kind,76.0,1977,138,USA,135189114,306899494
rise of the guardians,73.0,2012,97,USA,103412758,306941670
the pursuit of happyness,80.0,2006,117,USA,163566459,307127625
the fault in our stars,77.0,2014,126,USA,124872350,307166834
qian ren 3: zai jian qian ren,55.0,2017,120,China,838959,307592427
the blind side,76.0,2009,129,USA,255959475,309208309
knives out,79.0,2019,130,USA,165363234,309232797
runaway bride,56.0,1999,116,USA,152257509,309460292
ransom,67.0,1996,121,USA,136492681,309492681
bolt,68.0,2008,96,USA,114053579,309979994
little fockers,55.0,2010,98,USA,148438600,310650585
ocean's thirteen,69.0,2007,122,USA,117154724,311312624
the lego batman movie,73.0,2017,104,"USA, Denmark",175750384,311950384
austin powers: the spy who shagged me,66.0,1999,95,USA,206040086,312016928
resident evil: the final chapter,55.0,2016,107,"USA, Germany, France, Canada, South Africa, Australia, UK, Japan, China",26830068,312242626
maze runner: the scorch trials,63.0,2015,131,USA,81697192,312296056
the polar express,66.0,2004,100,USA,187224490,313500433
as good as it gets,77.0,1997,139,USA,148478011,314178011
chicken little,57.0,2005,81,USA,135386665,314432837
the expendables 2,66.0,2012,103,"USA, Germany, Bulgaria, China",85028192,314975955
air force one,65.0,1997,124,"USA, Germany",172956409,315156409
beverly hills cop,73.0,1984,105,USA,234760478,316360478
a beautiful mind,82.0,2001,135,USA,170742341,316791257
the proposal,67.0,2009,108,USA,163958031,317375031
the conjuring,75.0,2013,112,USA,137400141,319501756
the last airbender,40.0,2010,103,USA,131772187,319713881
fatal attraction,69.0,1987,119,USA,156645693,320145693
the conjuring 2,73.0,2016,134,"Canada, USA, UK",102470008,320392818
101 dalmatians,57.0,1996,103,"USA, UK",136189294,320689294
inglourious basterds,83.0,2009,153,"Germany, USA",120540719,321455689
robin hood,66.0,2010,140,"USA, UK",105269730,321669741
the ugly truth,64.0,2009,96,USA,88915214,321682600
lethal weapon 3,67.0,1992,118,USA,144731527,321731527
green book,82.0,2018,130,"USA, China",85080171,321752656
megamind,72.0,2010,95,USA,148415853,321885765
schindler's list,89.0,1993,195,USA,96898818,322287794
wonder,80.0,2017,113,"USA, Hong Kong, Canada",132422809,323253714
the spongebob movie: sponge out of water,60.0,2015,92,"USA, South Korea, Australia",162994032,325186032
a christmas carol,68.0,2009,96,USA,137855863,325286646
the hunchback of notre dame,69.0,1996,91,"USA, France",100138851,325338851
taken 3,60.0,2014,108,"France, USA, Spain",89256424,326479141
the devil wears prada,69.0,2006,109,"USA, France",124740460,326705902
john wick: chapter 3 - parabellum,75.0,2019,130,USA,171015687,326709727
se7en,86.0,1995,127,USA,100125643,327333559
'crocodile' dundee,66.0,1986,97,Australia,174803506,328203506
the perfect storm,64.0,2000,130,USA,182618434,328718434
black swan,80.0,2010,108,USA,106954678,329398046
who framed roger rabbit,77.0,1988,104,USA,156452370,329803958
meet the parents,70.0,2000,108,USA,166244045,330444045
22 jump street,70.0,2014,112,USA,191719337,331333876
the good dinosaur,67.0,2015,93,USA,123087120,332207671
tomorrow never dies,65.0,1997,119,"UK, USA",125304276,333011068
indiana jones and the temple of doom,76.0,1984,118,USA,179870271,333107271
fantastic four,57.0,2005,106,"USA, Germany",154696080,333535934
now you see me 2,65.0,2016,129,"France, USA",65075540,334897606
the great wall,59.0,2016,103,"USA, China, Hong Kong, Australia, Canada",45540830,334933831
the rock,74.0,1996,136,USA,134069511,335062621
journey 2: the mysterious island,58.0,2012,94,USA,103860290,335260290
the curious case of benjamin button,78.0,2008,166,USA,127509326,335802786
back to the future part ii,78.0,1989,108,USA,119000002,335973020
prince of persia: the sands of time,66.0,2010,116,USA,90759676,336365676
batman forever,54.0,1995,121,"USA, UK",184069126,336567531
300: rise of an empire,62.0,2014,102,USA,106580051,337580051
over the hedge,67.0,2006,83,USA,155019340,339795890
enchanted,70.0,2007,107,USA,127807262,340487652
a quiet place,75.0,2018,90,USA,188024361,340949169
the flintstones,49.0,1994,91,USA,130531208,341631208
wanted,67.0,2008,110,"USA, Germany",134508551,342463063
alvin and the chipmunks: chipwrecked,43.0,2011,87,USA,133110742,342695435
star trek beyond,71.0,2016,122,"USA, China, United Arab Emirates, Canada",158848340,343471816
how the grinch stole christmas,62.0,2000,104,"USA, Germany",260044825,345141403
pocahontas,67.0,1995,81,USA,141579773,346079773
xxx: return of xander cage,52.0,2017,107,"China, Canada, USA",44898413,346118277
trolls,65.0,2016,92,USA,153707064,346864462
rush hour 2,66.0,2001,90,"Hong Kong, USA",226164286,347325802
national treasure,69.0,2004,131,USA,173008894,347512318
the smurfs 2,53.0,2013,105,"USA, France, Canada, Belgium",71017784,347545360
the maze runner,68.0,2014,113,"USA, UK",102427862,348319861
the lorax,64.0,2012,86,"USA, France",214030500,348840316
deep impact,62.0,1998,120,USA,140464664,349464664
mary poppins returns,67.0,2018,130,"USA, UK",171958438,349545966
dinosaur,65.0,2000,82,USA,137748063,349822765
speed,72.0,1994,116,USA,121248145,350448145
peter rabbit,66.0,2018,95,"USA, Australia, UK",115253424,351266433
the mask,69.0,1994,101,USA,119938730,351583407
hannibal,68.0,2001,131,"USA, UK, Italy",165092268,351692268
now you see me,73.0,2013,115,"USA, France",117723989,351723989
catch me if you can,81.0,2002,141,"USA, Canada",164615351,352114312
goldeneye,72.0,1995,130,"UK, USA",106429941,352194034
angry birds,63.0,2016,97,"Finland, USA",107509366,352333929
x: first class,77.0,2011,131,"USA, UK",146408305,352616690
murder on the orient express,65.0,2017,114,"Malta, USA",102826543,352789811
basic instinct,70.0,1992,127,"USA, France",117727224,352927224
"i, robot",71.0,2004,115,"USA, Germany",144801023,353133898
dumbo,63.0,2019,112,"USA, UK, Australia, Canada",114766307,353284621
the great gatsby,72.0,2013,143,"Australia, USA",144840419,353641895
rain man,80.0,1988,133,USA,172825435,354825435
apollo 13,76.0,1995,140,USA,173837933,355237933
sen to chihiro no kamikakushi,86.0,2001,125,Japan,13750644,355467056
american beauty,83.0,1999,122,USA,130096601,356296601
the legend of tarzan,62.0,2016,110,"UK, Canada, USA",126643061,356700357
top gun,69.0,1986,110,USA,179800601,356830601
minority report,76.0,2002,145,USA,132072926,358372926
hotel transylvania,71.0,2012,91,USA,148313048,358375603
kimi no na wa.,84.0,2016,106,Japan,5017246,358922706
the karate kid,62.0,2010,140,"USA, China",176591618,359126022
noah,57.0,2014,138,USA,101200044,359200044
fast & furious,66.0,2009,107,"USA, Japan",155064265,360364265
zhuo yao ji 2,53.0,2018,110,China,706153,361682618
the world is not enough,64.0,1999,128,"UK, USA",126943684,361832400
the hangover part iii,58.0,2013,100,USA,112200072,362000072
planet of the apes,57.0,2001,119,USA,180011740,362211740
ocean's twelve,65.0,2004,125,USA,125544280,362744280
night at the museum: secret of the tomb,62.0,2014,98,"UK, USA",113746621,363204635
a bug's life,72.0,1998,95,USA,162798565,363258859
notting hill,71.0,1999,124,"UK, USA",116089678,363970211
home alone 2: lost in new york,68.0,1992,120,USA,173585516,365154932
alvin and the chipmunks,52.0,2007,92,USA,217326974,365352546
the nun,53.0,2018,96,USA,117450119,365551694
shazam!,71.0,2019,132,"USA, Canada",140371656,365971656
die hard: with a vengeance,76.0,1995,128,USA,100012499,366236538
my big fat greek wedding,65.0,2002,95,"Canada, USA",241438208,368744044
jurassic park iii,59.0,2001,92,USA,181171875,368780809
the fugitive,78.0,1993,130,USA,183875760,368875760
gone girl,81.0,2014,149,USA,167767189,369330363
there's something about mary,71.0,1998,119,USA,176484651,369884651
edge of tomorrow,79.0,2014,113,"USA, Canada",100206256,370541256
captain america: the first avenger,69.0,2011,124,USA,176654505,370569774
terminator salvation,65.0,2009,115,"USA, Germany, UK, Italy",125322469,371353001
hitch,66.0,2005,118,USA,179495555,371594210
fifty shades freed,45.0,2018,105,USA,100407760,371985018
the golden compass,61.0,2007,113,"UK, USA",70107728,372234864
x-men origins: wolverine,66.0,2009,107,"USA, UK",179883157,373062864
penguins of madagascar,67.0,2014,92,USA,83850911,373515621
batman begins,82.0,2005,140,"USA, UK",206852432,373654966
the adventures of tintin,73.0,2011,107,"USA, New Zealand, UK, France, Australia",77591831,373993951
what women want,64.0,2000,127,USA,182811707,374111707
once upon a time... in hollywood,76.0,2019,161,"USA, UK, China",142502728,374343626
shark tale,60.0,2004,90,USA,160861908,374583879
mad max: fury road,81.0,2015,120,"Australia, South Africa",154058340,375225175
spider-man: into the spider-verse,84.0,2018,117,USA,190241310,375540831
g.i. joe: retaliation,58.0,2013,110,USA,122523060,375740705
taken 2,63.0,2012,92,"France, USA, Turkey",139854287,376141306
