title,user_score,year,duration,country,usa_gross,world_gross
the last of the high kings,61.0,1996,103,"Denmark, Ireland, UK",7682,7682
space rage,39.0,1985,77,USA,7689,7689
come back to me,59.0,2014,96,USA,7744,7744
and while we were here,58.0,2012,83,USA,7750,7750
zerophilia,61.0,2005,90,USA,7763,7763
lao shi,69.0,2016,80,"Canada, China",7476,7768
the plagiarists,59.0,2019,76,USA,7768,7768
le grand homme,67.0,2014,107,France,7814,7814
roadie,59.0,2011,95,USA,7825,7825
prince of central park,52.0,2000,109,USA,7838,7838
the ballad of lefty brown,63.0,2017,111,USA,7856,7856
zenith,64.0,2010,93,USA,7862,7862
travolti da un insolito destino nell'azzurro mare d'agosto,76.0,1974,114,Italy,7876,7876
coastlines,58.0,2002,110,USA,7883,7883
stolen lives,61.0,2009,91,USA,7943,7943
paper mask,67.0,1990,105,UK,7991,7991
all about evil,61.0,2010,98,USA,7995,7995
brothers in trouble,67.0,1995,102,UK,8000,8000
the scoundrel's wife,59.0,2002,95,USA,8018,8018
straight outta tompkins,53.0,2015,92,USA,8022,8022
the iron man,26.0,2006,93,USA,8025,8025
no turning back,58.0,2001,98,"USA, Spain, Australia",8042,8042
16 years of alcohol,63.0,2003,102,UK,8046,8046
i sell the dead,61.0,2008,85,USA,8050,8050
spinning into butter,43.0,2007,86,USA,8064,8064
golden kingdom,62.0,2015,104,"USA, Myanmar",8077,8077
restless city,56.0,2011,80,USA,8100,8100
the wave,60.0,2019,90,USA,8101,8101
from nowhere,68.0,2016,89,USA,8109,8109
loren cass,51.0,2006,83,USA,8125,8125
inside the rain,45.0,2019,90,USA,8140,8140
die bitteren tränen der petra von kant,77.0,1972,124,West Germany,8144,8144
die sehnsucht der veronika voss,78.0,1982,104,West Germany,8144,8144
lola,75.0,1981,115,West Germany,8144,8144
faustrecht der freiheit,77.0,1975,123,West Germany,8144,8144
händler der vier jahreszeiten,74.0,1972,88,West Germany,8144,8144
chinesisches roulette,74.0,1976,86,"West Germany, France",8144,8144
lili marleen,72.0,1981,120,West Germany,8144,8144
liebe ist kälter als der tod,66.0,1969,88,West Germany,8144,8144
katzelmacher,70.0,1969,88,West Germany,8144,8144
fontane effi briest,69.0,1974,140,West Germany,8144,8144
warnung vor einer heiligen nutte,68.0,1971,103,"West Germany, Italy",8144,8144
satansbraten,69.0,1976,112,West Germany,8144,8144
mutter küsters' fahrt zum himmel,76.0,1975,120,West Germany,8144,8144
der amerikanische soldat,67.0,1970,80,West Germany,8144,8144
götter der pest,65.0,1970,91,West Germany,8144,8144
the bay of silence,43.0,2020,93,UK,1941,8147
suspended animation,53.0,2001,114,USA,8169,8169
anatahan,72.0,1953,91,Japan,8171,8171
mememe no kurage,47.0,2013,101,Japan,8176,8176
brooklyn brothers beat the best,65.0,2011,98,USA,7466,8210
the innocent sleep,54.0,1995,110,UK,8225,8225
leila,76.0,1997,102,Iran,5294,8231
alyah,60.0,2012,88,France,8253,8253
cavalo dinheiro,70.0,2014,103,Portugal,6508,8255
marius,79.0,1931,130,France,8262,8262
fanny,77.0,1932,140,France,8262,8262
césar,76.0,1936,168,France,8262,8262
life partners,62.0,2014,93,USA,8265,8265
yonkers joe,64.0,2008,101,USA,8286,8286
grace,51.0,2009,84,"USA, Canada",8297,8297
about cherry,48.0,2012,98,USA,3003,8315
the dead center,56.0,2018,92,USA,8320,8320
winter of frozen dreams,47.0,2009,92,USA,8321,8321
natasha,62.0,2015,93,Canada,8325,8325
a teacher,48.0,2013,75,USA,8348,8348
the rising place,61.0,2001,93,USA,8360,8360
the happy sad,52.0,2013,87,USA,8395,8395
hello herman,58.0,2012,90,USA,8437,8437
tenemos la carne,47.0,2016,79,Mexico,8438,8438
blind date,58.0,2007,80,"USA, UK",8449,8449
canopy,49.0,2013,84,"Australia, Singapore",8462,8462
zero day,72.0,2002,92,USA,8466,8466
furlough,55.0,2018,83,USA,8472,8472
las horas muertas,64.0,2013,101,"Spain, France, Mexico",8244,8478
mouth to mouth,62.0,2005,103,"UK, Germany, Canada, Portugal",2150,8486
maigret tend un piège,72.0,1958,119,"France, Italy",8528,8528
lucky,54.0,2011,103,USA,8564,8564
g.i. jesus,20.0,2006,100,USA,8593,8593
general education,45.0,2012,94,USA,8601,8601
mojave,52.0,2015,93,USA,8253,8602
almost human,46.0,2013,80,USA,8447,8608
meet me in montenegro,59.0,2014,90,"USA, Germany, Norway, UK, Montenegro",8612,8612
a good day to be black & sexy,48.0,2008,92,USA,8629,8629
"small, beautifully moving parts",56.0,2011,73,USA,8631,8631
amexicano,70.0,2007,84,USA,8655,8655
"a bread factory, part one",70.0,2018,122,USA,8663,8663
"a bread factory, part two",69.0,2018,120,USA,8663,8663
amnesia,61.0,2015,96,"Switzerland, France",8700,8700
blood feast,46.0,2016,90,"USA, Germany",8708,8708
closing escrow,54.0,2007,93,USA,8719,8719
duet for one,69.0,1986,107,USA,8736,8736
everything put together,62.0,2000,87,USA,2963,8741
trespassing,40.0,2004,88,USA,8747,8747
blood and concrete,58.0,1991,99,USA,8780,8780
hell baby,49.0,2013,98,USA,8785,8785
das cabinet des dr. caligari,81.0,1920,76,Germany,8811,8811
home run showdown,48.0,2015,94,USA,8824,8824
the pardon,55.0,2013,120,USA,8845,8845
the meanest man in texas,60.0,2017,105,USA,8850,8850
strajk - die heldin von danzig,69.0,2006,104,"Germany, Poland",8872,8872
the hawk,54.0,1993,88,UK,8906,8906
summer of '67,50.0,2018,83,USA,8941,8941
the man in the white suit,73.0,1951,85,UK,8718,8953
big words,61.0,2013,93,USA,8965,8965
mosquita y mari,62.0,2012,85,USA,9000,9000
art of submission,40.0,2012,119,USA,9004,9004
tequila body shots,38.0,1999,97,USA,9037,9037
die ehe der maria braun,78.0,1979,120,West Germany,8144,9061
hi-life,56.0,1998,82,USA,9066,9066
the janky promoters,51.0,2009,85,USA,9069,9069
il posto,80.0,1961,93,Italy,9080,9080
eight days a week,62.0,1997,92,USA,9090,9090
the eyes,49.0,2017,95,USA,9104,9104
lycan,46.0,2017,87,USA,9110,9110
cupcakes,61.0,2013,92,"Israel, France",9129,9129
thirst street,58.0,2017,83,"France, USA",9129,9129
just one more kiss,49.0,2019,100,USA,9130,9130
the young girl and the monsoon,55.0,1999,90,USA,9186,9186
frank & lola,59.0,2016,88,USA,9188,9188
ghost team one,43.0,2013,84,USA,9195,9195
the sacrament,61.0,2013,99,USA,9221,9221
illusion,70.0,2004,106,USA,9261,9261
wonderful world,61.0,2009,89,"USA, Germany",9309,9309
jitsuroku rengo sekigun: asama sanso e no michi,71.0,2007,190,Japan,2659,9318
better mus' come,62.0,2010,104,Jamaica,9318,9318
200 cartas,70.0,2013,98,"Puerto Rico, USA",9338,9338
the end of love,59.0,2012,89,USA,9342,9342
radio free albemuth,56.0,2010,111,USA,9365,9365
crazy like a fox,55.0,2004,98,USA,9376,9376
acts of worship,63.0,2001,94,USA,9377,9377
zero charisma,62.0,2013,86,USA,9417,9417
if i were you,70.0,2012,115,"UK, Canada",9432,9432
wong gok ka moon,70.0,1988,102,Hong Kong,9436,9436
northern lights,70.0,1978,95,USA,9453,9453
the sasquatch gang,63.0,2006,86,USA,9458,9458
tru loved,54.0,2008,102,USA,9467,9467
claire dolan,68.0,1998,95,"USA, France",9480,9480
in the house of flies,45.0,2012,89,Canada,9480,9480
open season,51.0,1995,97,"USA, Canada",9481,9481
hotel colonial,43.0,1987,104,"Mexico, Italy, USA",9526,9526
blackballed: the bobby dukes story,64.0,2004,91,USA,9528,9528
chosen,51.0,2016,105,UK,9283,9536
virgin,56.0,2003,114,USA,9614,9614
weirdsville,63.0,2007,90,Canada,8161,9700
antoine et antoinette,73.0,1947,78,France,9704,9704
arrête ou je continue,58.0,2014,102,France,9719,9719
geuddae geusaramdeul,69.0,2005,102,South Korea,9724,9724
all the rage,55.0,1999,99,USA,9730,9730
finding home,55.0,2003,124,USA,9736,9736
the book of life,65.0,1998,63,"France, USA",9740,9740
the river within,53.0,2009,102,USA,9811,9811
down terrace,65.0,2009,93,UK,9812,9812
go-yang-i-leul boo-tak-hae,73.0,2001,112,South Korea,9866,9866
taxman,51.0,1998,104,USA,9871,9871
fix,62.0,2008,93,USA,9890,9890
if i didn't care,48.0,2007,75,USA,9902,9902
haunted summer,58.0,1988,106,USA,9911,9911
sólo con tu pareja,69.0,1991,94,Mexico,9915,9915
olivia,69.0,1951,95,France,9934,9934
the do-deca-pentathlon,60.0,2012,76,USA,10000,10000
arjun: the warrior prince,68.0,2012,96,India,10017,10017
circle,33.0,2010,88,USA,10024,10024
little accidents,58.0,2014,105,USA,10071,10071
before i disappear,72.0,2014,93,"USA, UK",10078,10078
pawn shop chronicles,59.0,2013,112,USA,8088,10080
beta test,57.0,2016,88,USA,10104,10104
revolution #9,65.0,2001,90,USA,10133,10133
a bird of the air,66.0,2011,108,USA,10152,10152
glen or glenda,42.0,1953,65,USA,10158,10158
tip top,48.0,2013,106,"France, Luxembourg, Belgium",6050,10201
allegro,66.0,2005,88,Denmark,7404,10208
steel city,64.0,2006,95,USA,10227,10227
approaching the unknown,48.0,2016,90,USA,10232,10232
amelia 2.0,63.0,2017,89,USA,10233,10233
moebiuseu,64.0,2013,89,South Korea,2340,10254
the mustanger and the lady,62.0,2017,108,USA,10298,10298
zero bridge,61.0,2008,96,"India, USA",10357,10357
shanghai calling,62.0,2012,100,"USA, China",10400,10400
love in the time of money,54.0,2002,90,USA,10410,10410
class rank,64.0,2017,108,USA,10452,10452
"norte, hangganan ng kasaysayan",76.0,2013,250,Philippines,10457,10457
kjærlighetens kjøtere,73.0,1995,118,"Norway, Sweden",10493,10493
splinter,48.0,2006,90,USA,10497,10497
fighting tommy riley,65.0,2004,109,USA,10514,10514
i'll take your dead,57.0,2018,83,Canada,10523,10523
white rainbow,69.0,2004,94,India,10529,10529
motorama,64.0,1991,90,USA,10535,10535
nola,53.0,2003,97,USA,10550,10550
schizopolis,69.0,1996,96,USA,10580,10580
prescience,36.0,2019,90,USA,10606,10606
lovesong,63.0,2016,84,USA,10626,10626
mind the gap,70.0,2004,134,USA,10637,10637
made in cleveland,49.0,2013,113,USA,10681,10681
you go to my head,84.0,2017,116,"France, Germany, Belgium",10682,10682
home of phobia,54.0,2004,92,USA,10718,10718
a resurrection,39.0,2013,89,USA,10730,10730
the man who shook the hand of vicente fernandez,61.0,2012,99,USA,10782,10782
what happened last night,38.0,2016,90,USA,10844,10844
stardom,56.0,2000,100,"France, Canada",10886,10886
very good girls,60.0,2013,91,USA,6940,10963
digging up the marrow,58.0,2014,89,USA,10969,10969
just before i go,64.0,2014,95,USA,10970,10970
jiao qu de niao,57.0,2018,118,"China, Taiwan",10997,10997
pauly shore is dead,44.0,2003,82,USA,11000,11000
manito,67.0,2002,78,USA,11000,11000
the conrad boys,60.0,2006,94,USA,11001,11001
benzina,53.0,2001,90,Italy,11023,11023
insight,49.0,2011,92,USA,11100,11100
"now, forager",65.0,2012,93,"USA, Poland",11146,11146
children of invention,64.0,2009,86,USA,11183,11183
fat girls,48.0,2006,82,USA,11204,11204
hacker,62.0,2016,95,"USA, Thailand, Kazakhstan, Hong Kong, Canada",11239,11239
in like flynn,52.0,2018,106,"Australia, Canada",11255,11255
bullitt county,48.0,2018,98,USA,11257,11257
looking for palladin,56.0,2008,115,USA,11268,11268
dishkiyaoon,52.0,2014,119,India,11288,11288
live freaky die freaky,50.0,2006,75,USA,11290,11290
"otto; or, up with dead people",53.0,2008,94,"Germany, Canada",11295,11295
viktoria,64.0,2014,155,"Bulgaria, Romania",11314,11314
vê si sài gòn,26.0,2016,112,"Vietnam, Canada",11314,11314
rendez-vous de juillet,72.0,1949,112,France,11321,11321
iron warrior,30.0,1987,82,"Italy, Netherlands",11385,11385
the mesmerist,51.0,2002,95,USA,11422,11422
gardens of the night,69.0,2008,110,"UK, USA",11436,11436
whole new thing,66.0,2005,92,Canada,11445,11445
waltzing anna,51.0,2006,108,USA,11455,11455
manfast,35.0,2003,95,USA,11480,11480
peter and vandy,63.0,2009,95,USA,11495,11495
the grizzlies,75.0,2018,102,Canada,11511,11511
elektra luxx,51.0,2010,104,USA,11514,11514
girl play,45.0,2004,80,USA,11523,11523
river of grass,66.0,1994,76,USA,11553,11553
the preppie connection,61.0,2015,95,"Puerto Rico, USA",11558,11558
intoxicating,48.0,2003,109,USA,11560,11560
wo 11,71.0,2011,110,"China, France",9213,11599
the tribes of palos verdes,58.0,2017,104,USA,11603,11603
36 saints,27.0,2013,81,USA,11640,11640
home is where the hart is,45.0,1987,94,Canada,11660,11660
pontiac moon,57.0,1994,108,USA,11669,11669
breaking up,49.0,1997,90,USA,11690,11690
hell's kitchen,47.0,1998,95,USA,11710,11710
rid of me,67.0,2011,90,USA,11740,11740
summer '03,54.0,2018,95,USA,11746,11746
the dry land,56.0,2010,92,USA,11777,11777
janice beard 45 wpm,61.0,1999,81,UK,11816,11816
les parents terribles,69.0,1948,105,France,11818,11818
far from home,55.0,1989,86,USA,11859,11859
quid pro quo,62.0,2008,82,USA,11864,11864
vagón fumador,51.0,2001,91,Argentina,11871,11871
hollywould,36.0,2019,90,USA,11888,11888
fukushû suru wa ware ni ari,78.0,1979,140,Japan,11891,11891
asphalt zahov,66.0,2000,87,Israel,11907,11907
the go-getter,66.0,2007,93,USA,11931,11931
last stop for paul,64.0,2006,83,USA,11951,11951
das merkwürdige kätzchen,66.0,2013,72,Germany,5885,11956
all babes want to kill me,40.0,2005,82,USA,11975,11975
rick,60.0,2003,100,USA,11991,11991
the vindicator,51.0,1986,93,Canada,12000,12000
shaye & kiki,68.0,2004,96,USA,12000,12000
the dogwalker,69.0,2002,99,USA,12024,12024
quartet,64.0,1981,101,"UK, France",12042,12042
dreaming of joseph lees,65.0,1999,92,"USA, UK",12044,12044
imprisoned,51.0,2018,104,USA,12050,12050
close call,41.0,2004,93,USA,12077,12077
the last broadcast,53.0,1998,86,USA,12097,12097
yuki ni negau koto,68.0,2005,112,Japan,4816,12113
greetings from tim buckley,61.0,2012,99,USA,11157,12155
der müde tod,77.0,1921,97,Germany,12156,12156
true friends,56.0,1998,103,USA,12231,12231
the living wake,63.0,2007,91,USA,12232,12232
jours de france,58.0,2016,137,France,12273,12273
the dust factory,60.0,2004,99,USA,12311,12311
spin,63.0,2003,107,USA,12355,12355
pasqualino settebellezze,78.0,1975,116,Italy,12408,12408
hit me,54.0,1996,125,USA,12500,12500
la città delle donne,70.0,1980,139,"Italy, France",12516,12516
jake's corner,57.0,2008,98,USA,12522,12522
daltry calhoun,51.0,2005,100,USA,12551,12551
my art,40.0,2016,86,USA,12554,12554
around june,50.0,2008,93,USA,12578,12578
husbands in goa,37.0,2012,140,India,10135,12588
boy meets girl,70.0,1984,100,France,12589,12589
buddy boy,64.0,1999,105,USA,12597,12597
gory gory hallelujah,41.0,2003,96,USA,12604,12604
lansdown,36.0,2001,80,USA,12614,12614
bhopal: a prayer for rain,72.0,2014,96,"UK, India",12628,12628
august,53.0,2008,88,USA,12636,12636
automne,59.0,2004,110,"France, USA",12655,12655
the time guardian,43.0,1987,87,Australia,12682,12682
cobra verde,70.0,1987,111,"West Germany, Ghana",12702,12702
war of the buttons,74.0,1994,94,"UK, France, Japan, USA",12712,12712
virginia,54.0,2010,111,USA,12728,12728
just ask for diamond,61.0,1988,83,UK,12751,12751
gokudô daisenso,55.0,2015,115,"Japan, France",12756,12756
lake city,58.0,2008,93,USA,12767,12767
junction 48,67.0,2016,95,"Israel, Germany, USA",12795,12795
the art of being straight,49.0,2008,67,USA,12831,12831
the taqwacores,60.0,2010,83,USA,11445,12839
permanent,55.0,2017,93,USA,12847,12847
j'entends plus la guitare,69.0,1991,98,France,12876,12876
a green story,55.0,2012,90,"USA, Greece",12901,12901
last rampage: the escape of gary tison,57.0,2017,93,USA,6294,12944
puss in boots,64.0,1988,96,USA,12951,12951
little boy blue,63.0,1997,105,USA,12958,12958
skid marks,35.0,2007,85,USA,12959,12959
like me,53.0,2017,80,USA,12965,12965
provinces of night,61.0,2010,105,USA,12971,12971
nothing but a man,80.0,1964,95,USA,13063,13063
the trouble with bliss,53.0,2011,97,USA,13093,13093
la peau douce,75.0,1964,113,France,509,13118
lust och fägring stor,69.0,1995,130,"Denmark, Sweden",13128,13128
red surf,37.0,1989,104,USA,13136,13136
harold,55.0,2008,90,USA,13229,13229
days and nights,47.0,2014,92,USA,13243,13243
i am fear,40.0,2020,87,USA,13266,13266
the specials,58.0,2000,82,USA,13276,13276
sherman's way,54.0,2008,97,USA,13282,13282
violet tendencies,62.0,2010,99,USA,13304,13304
hugo pool,51.0,1997,92,USA,13330,13330
one last thing...,66.0,2005,93,USA,13334,13334
war of the worlds: goliath,54.0,2012,85,"Malaysia, Japan, USA",13385,13385
the slaughter rule,60.0,2002,112,USA,13411,13411
looking for an echo,64.0,2000,97,USA,13465,13465
handsome harry,61.0,2009,94,USA,13500,13500
duane hopwood,66.0,2005,84,USA,13510,13510
paper man,66.0,2009,110,USA,13514,13514
dysfunctional friends,50.0,2012,111,USA,13546,13546
eli,41.0,2015,154,India,13547,13547
jiao you,70.0,2013,138,"Taiwan, France",10433,13573
convicts,58.0,1991,93,USA,13623,13623
soft fruit,65.0,1999,101,"Australia, USA",13654,13654
tikkun,65.0,2015,119,Israel,13671,13671
sedmikrásky,74.0,1966,74,Czechoslovakia,13692,13692
o céu de suely,72.0,2006,90,"Brazil, Germany, Portugal, France",13703,13703
tiempo de morir,74.0,1966,90,Mexico,13707,13707
full grown men,49.0,2006,78,USA,13716,13716
don mckay,58.0,2009,87,USA,13722,13722
dorfman,60.0,2011,92,USA,13737,13737
the architect,55.0,2006,82,USA,13737,13737
the pretty one,63.0,2013,90,USA,13769,13769
stavisky...,66.0,1974,120,"France, Italy",13793,13793
sympathy for delicious,57.0,2010,96,USA,13826,13826
live free or die,55.0,2006,89,USA,13836,13836
backcountry,60.0,2014,92,Canada,13848,13848
genèse,70.0,2018,129,Canada,6784,13856
falling away,38.0,2012,86,USA,13869,13869
macbeth,46.0,2006,109,Australia,9613,13870
cut sleeve boys,60.0,2006,86,"UK, Hong Kong",13875,13875
this is martin bonner,65.0,2013,83,USA,13888,13888
yosemite,48.0,2015,80,France,13931,13931
and then came love,47.0,2007,90,USA,13944,13944
i'm losing you,51.0,1998,100,USA,13996,13996
il futuro,59.0,2013,94,"Italy, Chile, Germany, Spain",14001,14001
love & money,45.0,1981,90,"West Germany, USA",14009,14009
chasing the blues,70.0,2017,77,USA,14030,14030
6 month rule,49.0,2011,100,USA,14057,14057
ripple effect,50.0,2007,87,USA,14059,14059
gayby,60.0,2012,85,USA,14062,14062
shangri-la suite,51.0,2016,90,USA,14073,14073
"ich war zuhause, aber",56.0,2019,105,"Germany, Serbia",14078,14078
nous ne vieillirons pas ensemble,73.0,1972,106,"France, Italy",14104,14104
a perfect man,52.0,2013,95,USA,7117,14147
crutch,52.0,2004,89,USA,14189,14189
brother nature,48.0,2016,97,USA,14218,14218
saheb biwi aur gangster,72.0,2011,118,India,14231,14231
military intelligence and you!,62.0,2006,78,USA,14251,14251
a modern affair,58.0,1995,90,USA,14286,14286
whore 2,44.0,1994,85,USA,14320,14320
savior,73.0,1998,103,USA,14328,14328
peep world,56.0,2010,79,USA,14351,14351
gone doggy gone,49.0,2014,89,USA,14354,14354
justice is mind,59.0,2013,153,USA,14360,14360
the anarchist cookbook,51.0,2002,101,USA,14369,14369
exhibition,58.0,2013,104,UK,14344,14378
the journey of august king,65.0,1995,91,USA,14381,14381
a silent love,68.0,2004,100,"Canada, Mexico",14389,14389
dog years,69.0,2017,94,USA,14410,14410
young people fucking,62.0,2007,87,Canada,9359,14459
the 24th day,65.0,2004,92,USA,14460,14460
the wanderers,74.0,1979,112,USA,14492,14492
oxen,71.0,1991,92,"Sweden, Norway, Denmark",14513,14513
hard core logo,73.0,1996,92,Canada,14540,14540
tristana,75.0,1970,99,"Spain, Italy, France",14586,14586
buzzard,64.0,2014,97,USA,14591,14591
the next big thing,58.0,2001,87,USA,14600,14600
10 days in a madhouse,63.0,2015,111,USA,14616,14616
choking man,59.0,2006,85,USA,5474,14632
la cucaracha,60.0,1998,95,USA,14692,14692
circus,56.0,2000,95,"UK, USA",14693,14693
30 beats,41.0,2012,88,"France, USA",14693,14693
gloria,65.0,2014,126,Mexico,14701,14701
sweet virginia,62.0,2017,93,Canada,11753,14725
two ninas,61.0,1999,88,USA,14725,14725
kiss of the damned,55.0,2012,97,USA,14752,14752
a further gesture,58.0,1997,96,"UK, Spain, Germany, Ireland, Japan",14760,14760
shem,45.0,2004,93,"Israel, UK",14804,14804
reeseville,51.0,2003,99,USA,14824,14824
a tale of two pizzas,58.0,2003,82,USA,14831,14831
nettoyage à sec,68.0,1997,93,"France, Spain",14919,14919
i declare war,60.0,2012,94,Canada,14928,14928
special,69.0,2006,81,USA,7202,14967
the tenant,30.0,2010,96,USA,15003,15003
i'm not jesus mommy,24.0,2010,89,USA,15005,15005
sou suo,65.0,2012,117,China,1067,15033
"blood, guts, bullets and octane",53.0,1998,87,USA,15035,15035
barefoot,66.0,2014,90,USA,15071,15071
cheatin',70.0,2013,76,USA,15077,15077
the education of charlie banks,66.0,2007,100,USA,15078,15078
trade of innocents,55.0,2012,88,"USA, Thailand",15091,15091
nora,60.0,2000,106,"Ireland, UK, Italy, Germany",15120,15120
kung fu joe,17.0,2009,89,USA,15120,15120
glory daze,55.0,1995,100,USA,15134,15134
funan,68.0,2018,84,"France, Belgium, Luxembourg, Cambodia, Reunion",15152,15152
all hat,52.0,2007,89,Canada,15198,15198
sib,72.0,1998,86,"Iran, France, Netherlands",15207,15207
cthulhu,46.0,2007,100,USA,15213,15213
the samaritan,56.0,2012,90,Canada,2521,15220
descent,48.0,2007,104,USA,15233,15233
o desolado,71.0,2015,131,"Portugal, France, Germany, Switzerland",6398,15245
harry + max,55.0,2004,74,USA,15247,15247
starcrossed,38.0,2014,78,USA,15263,15263
the president,73.0,2014,119,"Georgia, France, UK, Germany",7578,15338
